lang,audio_id,duration_sec,sample_rate,audio_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
2,20100209-0900-PLENARY-8-de_20100209-16:17:14_6,5.1591875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_37/audio_8.wav,-485.50104,61.135357,-9.583046,34.30877,-2.8806958,-17.17858,-16.7478,-5.8690543,-20.737085,8.325618,-11.929001,1.281479,-4.9809995,-0.4717623,-0.06745367,0.016370833,-0.050971575,0.08655428,0.06476367,-0.06977619,0.093540736,0.03494046,-0.042406537,-0.0057821716,0.049209163,0.031300396,0.007341041,-0.00094485655,0.043565758,-0.014743095,0.018723588,0.003515469,-0.017861944,0.0053127646,0.009295438,-0.006138917,0.029806819,-0.01047313,0.003766448
1,20111214-0900-PLENARY-13-de_20111214-17:07:01_30,2.639875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_289/audio_5.wav,-377.09116,67.186005,4.655961,17.721527,-20.937588,-5.629019,-14.989869,-3.7992563,-12.717369,8.946624,-15.502878,2.427517,-3.9190636,-0.34783497,-0.16088028,-0.31677008,0.071122065,-0.096880235,-0.04649226,0.0068544764,0.08056898,0.06770177,0.09334634,0.03084812,0.074634045,-0.03914236,0.03273298,0.07273762,-0.03822649,0.01244187,-0.048282415,-0.02615848,-0.02006248,0.011311783,0.02211593,-0.0117707,0.05261937,-0.030141009,-0.00097267557
2,20200708-0900-PLENARY-de_20200708-20:20:04_10,6.9199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_248/audio_1.wav,-344.7505,69.38734,-23.941683,12.183761,-12.997443,-20.498693,-34.955616,-15.6369505,-26.272345,-7.520037,-9.821032,-4.435142,-15.266414,-0.42542103,-0.1192666,0.019401617,-0.068751216,-0.029964183,0.029858496,0.03143736,0.011048051,0.029589675,0.051780757,0.012218579,-0.025473004,0.009389472,-0.054106295,0.05955146,0.026358258,-0.0215269,0.0076338085,0.017714784,0.005866315,-0.015820624,-0.012723227,0.0061631766,0.015260018,-0.000784312,0.008170197
1,20170404-0900-PLENARY-5-de_20170404-11:18:16_5,9.36,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_239/audio_0.wav,-415.8525,61.20721,-14.6353445,10.648554,-25.037544,-25.237564,-19.171423,-18.86099,-12.535085,-13.410672,-16.837269,-0.24787283,-21.012423,-0.2388643,0.06556454,0.05711254,0.013343011,0.020579128,-0.02557675,-0.048105698,-0.050098237,-0.022276688,-0.012867936,0.018604876,-0.0370976,0.021989664,0.074961394,0.00922025,-0.005830376,0.017028505,0.006381067,0.012923789,0.000929179,-0.012937937,0.0074526854,0.006233067,0.0035434503,-0.02366148,0.013433062
2,20151027-0900-PLENARY-12-de_20151027-17:29:55_2,6.7000625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_495/audio_6.wav,-436.0286,84.650055,-47.99353,35.020042,-24.18127,-13.709156,-15.7398,-13.892758,-21.486174,-2.6145322,-24.889359,3.0337183,-18.593231,-0.6189532,-0.10032986,0.1350393,-0.067596786,0.056965865,0.05014864,0.022569062,0.07076073,0.0261968,0.0052803312,0.03626794,-0.015442784,-0.008134481,0.02918567,-0.00491413,0.050823957,-0.017453393,0.01831681,0.027377764,0.004510716,0.01849959,0.0031149676,0.0056476137,0.026987193,-0.0008266153,0.009895418
1,20110914-0900-PLENARY-3-de_20110914-10:55:21_7,3.002,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_22/audio_0.wav,-399.32407,49.818405,-3.5588229,7.5046897,-28.846457,-10.766594,-10.620805,-1.2342854,-15.867858,1.183903,-0.97465265,4.6564345,-9.229414,-0.8318361,0.16609447,-0.21364444,-0.18908653,0.1895376,0.119161434,-0.11951445,-0.021025464,0.12068749,-0.0045400443,0.020888252,0.04373422,0.13518973,-0.053920265,0.03437924,0.09954535,-0.061417993,0.032087613,0.090794876,0.06242294,-0.003115407,-0.04733756,0.011546673,0.014953566,-0.04232783,-0.0015105865
1,20110607-0900-PLENARY-3-de_20110607-09:25:27_10,4.5996875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_227/audio_8.wav,-437.43634,55.269897,-10.804919,20.515373,-27.081594,-15.625965,-26.080496,-2.5548162,-11.408091,-9.872621,-1.370899,-16.91275,0.36713868,-0.1807382,0.12319716,0.07143942,-0.027922692,0.0032477835,0.058342453,0.019571766,-0.028395334,-0.008506986,0.01854438,0.019506363,-0.009135947,-0.01880002,-0.058410384,-0.0051398766,0.034275856,0.028625447,0.006920926,-0.00053251203,0.01292039,0.013127171,0.0006960195,-0.011092406,-0.014396806,0.0033883841,-0.006330033
1,20201021-0900-PLENARY-de_20201021-16:47:32_2,8.359375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_493/audio_7.wav,-377.29172,31.968695,-28.632854,16.087873,-2.0328572,-10.746334,-26.288479,-19.504921,-14.6017685,-14.666164,-21.721802,-11.941869,-8.451295,-0.03406636,-0.0054000416,0.08824294,0.06915604,0.04391893,0.0059564877,-0.07945131,0.020663295,-0.042082537,-0.0007647396,-0.0064898087,0.017135711,0.00056083465,-0.07824414,-0.06679485,0.03216894,0.016703855,0.013263306,0.027402503,0.018378848,0.03134164,0.012639354,0.023564534,0.026515229,0.012644909,0.008244596
2,20121120-0900-PLENARY-16-de_20121120-22:36:25_9,2.679875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_222/audio_4.wav,-435.7573,46.025032,17.791296,21.468815,-21.917088,-22.687551,-16.396633,-4.04522,-24.792248,-5.290097,-0.26708853,-13.672597,0.26205033,-0.36573303,0.17238723,0.024037858,-0.15486518,0.033134602,-0.03995127,-0.029777605,0.027719352,0.046003155,0.026564179,-0.05011775,0.0010695315,0.033831242,-0.46127415,0.06448582,0.045667272,-0.017793814,0.033086907,0.068992846,0.03629541,0.032567885,0.036497507,0.00900065,0.011098061,0.022813007,0.03817151
2,20181003-0900-PLENARY-de_20181003-22:38:12_7,3.5798125,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_350/audio_1.wav,-630.305,54.697365,2.624655,1.8172591,-33.69984,-15.468622,-17.858871,-6.205868,-6.542396,-6.0886817,-9.259302,-3.6431878,-8.576711,-0.3846721,0.062914036,0.12893394,-0.049361218,0.040757686,0.036616243,0.02375184,-0.034932863,0.019784592,0.0026253161,0.02669636,0.006221441,-0.012741347,-0.032765064,0.0294252,0.030866873,0.0032492697,-0.004302611,-0.019403439,-0.008441961,-0.01570227,-1.714083e-05,-0.0029127905,-0.004802557,0.011964039,0.005449748
5,20201111-0900-PLENARY-de_20201111-18:51:34_9,4.4599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_284/audio_7.wav,-392.22986,55.91525,7.9051933,28.598953,21.048058,-4.126586,-9.361372,-17.711641,-3.2956877,-2.7695236,-20.879957,-4.779412,-13.662642,0.1200723,0.015002417,-0.0541959,0.0057946877,-0.043029975,-0.020920416,0.05513469,0.013219337,-0.03992672,-0.033310954,0.06229491,0.045007255,-0.02663588,-0.06615174,0.062786065,0.0040322547,-0.007040211,0.016896958,-0.0009598411,0.014121402,0.014064988,0.02986087,-0.007126773,0.015690582,0.01060738,0.009378123
1,20110914-0900-PLENARY-12-de_20110914-19:30:32_6,6.1393125,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_129/audio_10.wav,-393.45847,83.70461,-13.464806,18.46729,-12.111343,-8.321651,-17.42673,-10.231853,-0.008936282,-2.3888507,1.254139,-9.493569,-6.854998,-0.2901492,0.12167213,-0.056297775,0.0054208525,-0.031143941,-0.022786293,-0.009129807,0.0036571452,0.031877138,0.029746478,0.055072308,0.010743988,0.014964718,-0.020896265,-0.06808395,-0.013951423,-0.016032832,-0.009161698,-0.009753837,0.012251189,0.00088272034,0.008477639,-0.009163163,0.010576309,0.018692406,0.026424292
1,20130612-0900-PLENARY-4-de_20130612-09:59:40_21,9.459875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_356/audio_2.wav,-391.6568,100.834915,-21.684435,24.005602,-41.680466,-1.7092288,-30.364845,-4.1290693,-19.56733,2.2776773,-19.170076,7.310868,-21.482395,-0.15555488,-0.0042137685,-0.034253065,-0.0061883926,-0.0011611846,0.008572494,0.053515214,0.025986927,0.009174948,-0.010376523,0.008009444,0.010367865,0.010971712,0.0152149,0.010887234,0.013273173,-0.0033024356,0.026303403,-0.010661724,0.018284928,0.004382965,0.009009059,0.0062498506,0.008910774,0.009478124,-0.002867783
1,20170215-0900-PLENARY-17-de_20170215-20:39:41_0,8.299,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_419/audio_11.wav,-484.96063,55.880833,-27.233166,35.27443,-46.44583,-25.574574,-15.116365,-10.979558,-9.991809,-19.230015,-8.497304,-14.813072,-4.5685964,0.22857276,0.10517626,0.04923012,0.047899436,-0.019332858,-0.0426482,-0.016367797,0.0123209115,-0.022862395,-0.015167975,-0.040677447,0.020926546,-0.0046308944,0.046967115,0.00070583157,0.008402245,0.005252088,0.007903569,-0.008499242,0.0022387963,0.0016737386,-0.008565801,-0.00211345,-0.009530569,0.005032964,0.008282737
2,20181114-0900-PLENARY-de_20181114-19:27:34_7,7.8195,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_475/audio_6.wav,-486.3002,50.20777,-26.092731,46.41062,-10.729242,-24.316122,-22.283672,-19.65068,-21.468071,-7.323956,-20.229437,-9.887973,-13.335981,0.13436909,-0.06484838,-0.044373628,0.0065494888,-0.03948536,-0.020792827,-0.02710441,-0.01739999,0.003318816,0.015995814,0.011317394,0.01386888,-0.027736759,0.080171175,0.015755948,-0.03903563,0.011635212,0.007603516,-0.011834826,0.0035712768,0.011601673,-0.0025744922,0.00601844,-0.0004306649,-0.00810469,0.0109949615
5,20150310-0900-PLENARY-17-de_20150310-18:15:28_5,3.9200625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_37/audio_8.wav,-389.31607,105.941956,-13.237431,29.365742,-21.696379,5.8935037,-29.08728,2.1883564,-19.257475,1.7150674,-5.5702543,-5.678268,-0.9943627,-0.81602496,-0.18289289,0.039318755,-0.0873593,-0.042361457,0.0028401294,0.10342077,0.018500723,0.06015769,0.021749059,0.06366455,0.044930406,0.03882737,-0.09899553,-0.016721837,0.09819297,-0.042757552,0.0484903,0.0048870156,0.046732605,-0.0065371897,0.0057705087,-0.002189925,-0.033856135,-0.02486779,0.0058177966
2,20131008-0900-PLENARY-19-de_20131008-21:35:11_2,3.18,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_471/audio_4.wav,-404.1908,76.68426,-26.180042,29.188704,-41.776764,1.5471597,-39.762497,10.340284,-29.467587,8.110536,-18.805294,-4.001991,-11.553881,-0.36018413,-0.010350625,0.28588304,-0.10453184,-0.16428356,-0.0024700703,0.0015503217,0.14379318,-0.015920017,-0.034681756,0.043339767,-0.1570236,0.0072814557,0.218495,0.059983436,0.0056881486,-0.033573676,0.015981715,-0.030672098,-0.07800281,-0.027801938,0.024780815,0.0012313011,0.026496906,0.019027926,0.03520726
1,20121212-0900-PLENARY-15-de_20121212-20:37:34_4,4.179625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_96/audio_2.wav,-425.11288,85.53327,-19.877085,41.08294,6.600262,-23.766537,-12.200513,-8.837611,-14.899288,9.462901,-9.915123,2.0867922,-7.6046405,0.5197126,-0.07493011,0.038766388,-0.05924413,-0.010112764,-0.026120953,-0.087553136,-0.0565575,-0.0872186,-0.013015366,-0.05863568,-0.050845735,-0.02906798,-0.026710765,0.11188,0.0073145167,0.023525931,0.0046367156,-0.0036645506,-0.036806837,-0.01854164,-0.005081584,-0.005844634,-0.009171559,-0.031883232,-0.01653972
