lang,speaker_id,audio_id,raw_text,normalized_text,duration_sec,sample_rate,audio_path
fr,124815,20151027-0900-PLENARY-12-de_20151027-17:29:55_2,Ich plädiere für einen sofortigen Stopp des Welle Plans für die millionenschwere Sanierung des baufälligen PHS Gebäudes.,ich plädiere für einen sofortigen stopp des welle plans für die millionenschwere sanierung des baufälligen phs gebäudes.,6.7000625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_495/audio_6.wav
de,96730,20110914-0900-PLENARY-3-de_20110914-10:55:21_7,"Wenn Ihr Vorschlag kommt, wird sich auch die deutsche",wenn ihr vorschlag kommt wird sich auch die deutsche.,3.002,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_22/audio_0.wav
de,96741,20110607-0900-PLENARY-3-de_20110607-09:25:27_10,Die Überwachungsbehörden waren auf diese Situation nicht eingestellt.,die überwachungsbehörden waren auf diese situation nicht eingestellt.,4.5996875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_227/audio_8.wav
de,197408,20201021-0900-PLENARY-de_20201021-16:47:32_2,"Auch wenn unser Anteil nur 10 beträgt, ist für uns klar Wir müssen handeln, wir müssen diesen Trend umkehren, wir müssen Waldflächen schützen!",auch wenn unser anteil nur zehn beträgt ist für uns klar wir müssen handeln wir müssen diesen trend umkehren wir müssen waldflächen schützen!,8.359375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_493/audio_7.wav
fr,28253,20121120-0900-PLENARY-16-de_20121120-22:36:25_9,Ich könnte Ihnen verschiedenste Beispiele aufzählen.,ich könnte ihnen verschiedenste beispiele aufzählen.,2.679875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_222/audio_4.wav
fr,None,20181003-0900-PLENARY-de_20181003-22:38:12_7,Wir wollen keine Kommissionsbeamten vor Ort.,wir wollen keine kommissionsbeamten vor ort.,3.5798125,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_350/audio_1.wav
it,28229,20201111-0900-PLENARY-de_20201111-18:51:34_9,"Viel Leid bei den Angehörigen, und diese Gedanken sind zunächst in unserem Herzen.",viel leid bei den angehörigen und diese gedanken sind zunächst in unserem herzen.,4.4599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_284/audio_7.wav
de,2341,20110914-0900-PLENARY-12-de_20110914-19:30:32_6,"Aber jetzt wird es spannend Wollen wir beide Seiten gleichermaßen davon abhalten, diese beiden Aktionen zu betreiben?",aber jetzt wird es spannend wollen wir beide seiten gleichermaßen davon abhalten diese beiden aktionen zu betreiben?,6.1393125,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_129/audio_10.wav
de,2295,20130612-0900-PLENARY-4-de_20130612-09:59:40_21,"Das ist auch ein Grund, Herr Präsident Barroso, warum die Leute mehr sparen, weil sie keine Hoffnung und kein Vertrauen in Europa haben, dass ihnen Europa hilft, wieder zu Wachstum und zu Beschäftigung zu kommen.",das ist auch ein grund herr präsident barroso warum die leute mehr sparen weil sie keine hoffnung und kein vertrauen in europa haben dass ihnen europa hilft wieder zu wachstum und zu beschäftigung zu kommen.,9.459875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_356/audio_2.wav
de,133316,20170215-0900-PLENARY-17-de_20170215-20:39:41_0,"Frau Präsidentin, Frau Kommissarin! Eine Maut, die im Endeffekt nur Ausländer bezahlen, kann es im Europäischen Binnenmarkt einfach nicht geben.",frau präsidentin frau kommissarin! eine maut die im endeffekt nur ausländer bezahlen kann es im europäischen binnenmarkt einfach nicht geben.,8.299,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_419/audio_11.wav
fr,1917,20181114-0900-PLENARY-de_20181114-19:27:34_7,Mit dem Melden fehlerhafter Daten hat Griechenland die Integrität des europäischen statistischen Systems beschädigt.,mit dem melden fehlerhafter daten hat griechenland die integrität des europäischen statistischen systems beschädigt.,7.8195,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_475/audio_6.wav
it,124863,20150310-0900-PLENARY-17-de_20150310-18:15:28_5,"Fledermäuse, Waldantilopen und Affen, auch als bushmeat bekannt.",fledermäuse waldantilopen und affen auch als bushmeat bekannt.,3.9200625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_37/audio_8.wav
fr,28238,20131008-0900-PLENARY-19-de_20131008-21:35:11_2,Und weil die Airlines jedes Jahr 30 Mrd.,und weil die airlines jedes jahr dreißig mrd.,3.18,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_471/audio_4.wav
de,111026,20121212-0900-PLENARY-15-de_20121212-20:37:34_4,Nicht einmal die größten Kritiker dieser Wahlen werden das Gegenteil beweisen können.,nicht einmal die größten kritiker dieser wahlen werden das gegenteil beweisen können.,4.179625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_96/audio_2.wav
de,28251,20141124-0900-PLENARY-15-de_20141124-21:08:54_25,Das muss man abwägen.,das muss man abwägen.,0.7599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_199/audio_10.wav
it,1909,20170215-0900-PLENARY-4-de_20170215-10:48:52_5,"Wir haben dafür gesorgt, dass das universelle Arbeitnehmergrundgesetz, die Kernarbeitsnormen der Internationalen Arbeitsorganisation verankert werden und auch durchsetzbar gestaltet werden.",wir haben dafür gesorgt dass das universelle arbeitnehmergrundgesetz die kernarbeitsnormen der internationalen arbeitsorganisation verankert werden und auch durchsetzbar gestaltet werden.,9.84,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_36/audio_4.wav
fr,28251,20140414-0900-PLENARY-15-de_20140414-19:18:22_5,"Die arbeiten nie selbst bei irgendetwas mit, die sehen ihre Hauptaufgabe teilweise darin, hier im Plenum herumzugrölen.",die arbeiten nie selbst bei irgendetwas mit die sehen ihre hauptaufgabe teilweise darin hier im plenum herumzugrölen.,8.0399375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_106/audio_3.wav
fr,96871,20160705-0900-PLENARY-13-de_20160705-16:51:23_40,Wir brauchen einen fairen Steuerwettbewerb.,wir brauchen einen fairen steuerwettbewerb.,2.7,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_617/audio_1.wav
fr,1913,20140225-0900-PLENARY-14-de_20140225-18:21:31_2,"Und heute stellen wir fest, ganze 1 von Fahrzeugen haben solche Systeme.",und heute stellen wir fest ganze eins von fahrzeugen haben solche systeme.,5.8994375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_21/audio_5.wav
it,28219,20120611-0900-PLENARY-13-de_20120611-17:40:53_21,"Auch das ist ein Thema, wo wir in der Kommission deutlich mehr Ressourcen bräuchten.",auch das ist ein thema wo wir in der kommission deutlich mehr ressourcen bräuchten.,3.9199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_59/audio_11.wav
de,None,20170426-0900-PLENARY-16-de_20170426-21:40:01_24,sein müssen.,sein müssen.,0.6799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_511/audio_3.wav
it,1917,20160607-0900-PLENARY-4-de_20160607-12:24:42_4,"Wer also sagt, wir wären hier der Industrie gefolgt mit Verlaub, der belügt dieses Haus und belügt die Öffentlichkeit.",wer also sagt wir wären hier der industrie gefolgt mit verlaub der belügt dieses haus und belügt die öffentlichkeit.,8.1,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_164/audio_3.wav
it,96998,20201007-0900-PLENARY-de_20201007-15:27:23_3,Doch gerade die dafür wesentlichen Kontrollmechanismen haben wir nicht.,doch gerade die dafür wesentlichen kontrollmechanismen haben wir nicht.,3.61925,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_316/audio_8.wav
de,4246,20101215-0900-PLENARY-3-de_20101215-10:15:23_8,"Machen Sie Schluss mit der Kakofonie Es reicht, es reicht nicht, und eigentlich wissen wir nicht, wohin es geht.",machen sie schluss mit der kakofonie es reicht es reicht nicht und eigentlich wissen wir nicht wohin es geht.,7.1989375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_19/audio_8.wav
it,96734,20131009-0900-PLENARY-17-de_20131009-19:56:22_17,"Nur so können wir kriminellen Schleusern das Handwerk legen. Der Rat hat sich leider dafür entschieden, nichts zu tun und einfach die nächste Katastrophe abzuwarten.",nur so können wir kriminellen schleusern das handwerk legen. der rat hat sich leider dafür entschieden nichts zu tun und einfach die nächste katastrophe abzuwarten.,9.4,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_33/audio_8.wav
de,2307,20130703-0900-PLENARY-17-de_20130703-20:25:25_10,Und die sollen auch abschreckende Wirkung haben.,und die sollen auch abschreckende wirkung haben.,3.13975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_49/audio_5.wav
de,96997,20170613-0900-PLENARY-13-de_20170613-15:40:15_14,Das ist für uns die Grundvoraussetzung für alle weiteren Überlegungen.,das ist für uns die grundvoraussetzung für alle weiteren überlegungen.,3.9799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_489/audio_9.wav
it,96764,20120509-0900-PLENARY-13-de_20120509-17:25:16_1,"Ich denke, wir haben ein ordentliches Ergebnis erreicht.",ich denke wir haben ein ordentliches ergebnis erreicht.,2.75975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_407/audio_5.wav
de,28223,20091214-0900-PLENARY-14-de_20091214-22:23:49_4,"Wie Sie appelliere ich deswegen an die Marktaufsichtsbehörden in den Mitgliedstaaten, insbesondere in Deutschland, ihren Pflichten nachzukommen und gefährliches Spielzeug vom Markt zu nehmen.",wie sie appelliere ich deswegen an die marktaufsichtsbehörden in den mitgliedstaaten insbesondere in deutschland ihren pflichten nachzukommen und gefährliches spielzeug vom markt zu nehmen.,8.39925,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_171/audio_11.wav
de,96844,20120202-0900-PLENARY-7-de_20120202-10:49:30_9,"Ich möchte die Thematik noch einmal verdeutlichen Derzeit leben 1,3 Milliarden Menschen ohne Elektrizität.",ich möchte die thematik noch einmal verdeutlichen derzeit leben eins drei milliarden menschen ohne elektrizität.,9.04,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_360/audio_1.wav
it,28233,20140226-0900-PLENARY-16-de_20140226-15:25:20_14,Eine selbstbewusste Europäische Union muss eintreten für das Selbstbestimmungsrecht der Ukraine gegenüber Russland.,eine selbstbewusste europäische union muss eintreten für das selbstbestimmungsrecht der ukraine gegenüber russland.,9.28,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_198/audio_2.wav
it,124808,20170613-0900-PLENARY-14-de_20170613-17:39:49_10,"Ich glaube aber auch, dass es richtig ist, die Forschung hier zu verstärken, um am Ende auch Alternativen zu haben.",ich glaube aber auch dass es richtig ist die forschung hier zu verstärken um am ende auch alternativen zu haben.,6.878875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_458/audio_10.wav
de,38511,20181003-0900-PLENARY-de_20181003-17:50:25_9,"Man weiß nicht, was mit diesen zehn Milliarden Euro passiert ist.",man weiß nicht was mit diesen zehn milliarden euro passiert ist.,3.3594375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_373/audio_5.wav
it,111014,20160511-0900-PLENARY-15-de_20160511-17:52:18_5,Der Rat hat uns damals die kalte Schulter gewiesen.,der rat hat uns damals die kalte schulter gewiesen.,3.0794375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_91/audio_11.wav
it,96650,20100519-0900-PLENARY-3-de_20100519-10:00:30_14,Das Pochen auf den gescheiterten Stabilitäts und Wachstumspakt hat mit einer sinnvollen wirtschaftspolitischen Koordination relativ wenig zu tun.,das pochen auf den gescheiterten stabilitäts und wachstumspakt hat mit einer sinnvollen wirtschaftspolitischen koordination relativ wenig zu tun.,8.9995,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_260/audio_8.wav
it,28242,20170613-0900-PLENARY-18-de_20170613-21:49:16_0,Meine Damen und Herren!,meine damen und herren!,1.33975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_595/audio_3.wav
it,24922,20180613-0900-PLENARY-19-de_20180613-18:05:20_5,"Sie wird dazu beitragen, Berufsanerkennung grenzüberschreitend zu vereinfachen. Dies ist insbesondere für Menschen, die an einer Grenze wohnen, so wie ich sie vertrete, von größter Bedeutung.",sie wird dazu beitragen berufsanerkennung grenzüberschreitend zu vereinfachen. dies ist insbesondere für menschen die an einer grenze wohnen so wie ich sie vertrete von größter bedeutung.,9.5989375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_35/audio_9.wav
de,124863,20170313-0900-PLENARY-9-de_20170313-17:24:10_10,Dieser Ansatz wurde vom Umweltausschuss mit breiter Unterstützung mitgetragen.,dieser ansatz wurde vom umweltausschuss mit breiter unterstützung mitgetragen.,5.1189375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_377/audio_5.wav
de,28255,20090203-0900-PLENARY-4-de_20090203-10:59:33_2,"Wenn künftig jeder illegale Einwanderer nur mehr als Person ohne gültiges Arbeitspapier bezeichnet werden darf, wird illegale Einwanderung geradezu verharmlost.",wenn künftig jeder illegale einwanderer nur mehr als person ohne gültiges arbeitspapier bezeichnet werden darf wird illegale einwanderung geradezu verharmlost.,8.3386875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_32/audio_4.wav
it,28228,20160526-0900-PLENARY-3-de_20160526-08:49:59_4,"Wir haben eine vollkommen neue Situation, und diese neue Situation erfordert neue Maßnahmen.",wir haben eine vollkommen neue situation und diese neue situation erfordert neue maßnahmen.,6.34,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_246/audio_11.wav
it,28252,20110913-0900-PLENARY-18-de_20110913-23:06:06_17,Aber lassen Sie uns doch gemeinsam die günstigste Variante wählen!,aber lassen sie uns doch gemeinsam die günstigste variante wählen!,3.2199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_254/audio_3.wav
fr,1922,20180611-0900-PLENARY-10-de_20180611-17:49:21_11,"Er schlägt vor, die deutlichen Verbesserungen bei den Berichtspflichten zu unterstützen in der Risikovorsorge, beim Bürokratieabbau.",er schlägt vor die deutlichen verbesserungen bei den berichtspflichten zu unterstützen in der risikovorsorge beim bürokratieabbau.,8.7799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_253/audio_6.wav
de,96780,20141021-0900-PLENARY-14-de_20141021-20:59:39_5,"Und wenn es keine linearen Kürzungen sein sollen, die gemacht worden sind, dann verstehe ich offen gestanden die abatement rate beim Europäischen Gerichtshof nicht.",und wenn es keine linearen kürzungen sein sollen die gemacht worden sind dann verstehe ich offen gestanden die abatement rate beim europäischen gerichtshof nicht.,9.078875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_115/audio_11.wav
fr,1917,20151026-0900-PLENARY-10-de_20151026-17:27:08_20,"Rückwirkung auf fünf Jahre nicht wie wir sagen, alle gültigen Steuervorbescheide.",rückwirkung auf fünf jahre nicht wie wir sagen alle gültigen steuervorbescheide.,4.8999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_268/audio_4.wav
